Date,Value
09/10/1925,147.2
08/10/1925,146.75
07/10/1925,145.6
06/10/1925,145.11
05/10/1925,146.81
03/10/1925,146.65
02/10/1925,146.13
01/10/1925,144.77
30/09/1925,143.46
29/09/1925,145.06
28/09/1925,144.15
26/09/1925,144.26
25/09/1925,145.56
24/09/1925,143.98
23/09/1925,146.02
22/09/1925,145.74
21/09/1925,146.11
19/09/1925,147.73
18/09/1925,147.16
17/09/1925,146.46
16/09/1925,145.87
15/09/1925,143.89
14/09/1925,146.63
12/09/1925,145.95
11/09/1925,145.38
10/09/1925,143.83
09/09/1925,142.4
08/09/1925,140.86
05/09/1925,141.3
04/09/1925,140.88
03/09/1925,139.91
02/09/1925,137.22
01/09/1925,139.78
31/08/1925,141.18
29/08/1925,141.26
28/08/1925,141.13
27/08/1925,141.54
26/08/1925,141.88
25/08/1925,143.18
24/08/1925,142.76
22/08/1925,142.87
21/08/1925,142.63
20/08/1925,141.66
19/08/1925,141.82
18/08/1925,142.6
17/08/1925,141.56
15/08/1925,140.2
14/08/1925,139.51
13/08/1925,138.6
12/08/1925,137.48
11/08/1925,137.8
10/08/1925,137.41
08/08/1925,137.98
07/08/1925,137.4
06/08/1925,135.71
05/08/1925,135.73
04/08/1925,136.38
03/08/1925,135.81
01/08/1925,134.55
31/07/1925,133.81
30/07/1925,134.16
29/07/1925,134.48
28/07/1925,135.62
27/07/1925,136.5
25/07/1925,135.63
24/07/1925,135.58
23/07/1925,135.33
22/07/1925,133.87
21/07/1925,134.93
20/07/1925,135
18/07/1925,134.68
17/07/1925,134
16/07/1925,133.5
15/07/1925,133.4
14/07/1925,132.95
13/07/1925,131.71
11/07/1925,131.43
10/07/1925,131.33
09/07/1925,131.83
08/07/1925,133.07
07/07/1925,132.7
06/07/1925,132.31
03/07/1925,131.52
02/07/1925,131.53
01/07/1925,131.76
30/06/1925,131.01
29/06/1925,129.23
27/06/1925,129.73
26/06/1925,129.17
25/06/1925,128.28
24/06/1925,127.8
23/06/1925,127.17
22/06/1925,128.25
20/06/1925,129.16
19/06/1925,129.26
18/06/1925,128.88
17/06/1925,129.8
16/06/1925,129.66
15/06/1925,128.43
13/06/1925,129.38
12/06/1925,128.38
11/06/1925,127.85
10/06/1925,126.75
09/06/1925,127.21
08/06/1925,127.12
06/06/1925,128.85
05/06/1925,128.98
04/06/1925,128.89
03/06/1925,130.41
02/06/1925,130.42
01/06/1925,129.69
29/05/1925,129.95
28/05/1925,129.6
27/05/1925,129.13
26/05/1925,128.43
25/05/1925,127.78
23/05/1925,128.85
22/05/1925,128.95
21/05/1925,128.7
20/05/1925,128.68
19/05/1925,128.38
18/05/1925,127.09
16/05/1925,126.5
15/05/1925,126
14/05/1925,124.16
13/05/1925,124.21
12/05/1925,124.45
11/05/1925,124.14
09/05/1925,124.64
08/05/1925,124.74
07/05/1925,125.16
06/05/1925,124.32
05/05/1925,123.63
04/05/1925,122.86
02/05/1925,121.96
01/05/1925,121.1
30/04/1925,120.01
29/04/1925,120.4
28/04/1925,120
27/04/1925,119.46
25/04/1925,119.75
24/04/1925,119.74
23/04/1925,120.82
22/04/1925,120.52
21/04/1925,119.53
20/04/1925,121.23
18/04/1925,122.02
17/04/1925,121.41
16/04/1925,120.67
15/04/1925,121.11
14/04/1925,121.54
13/04/1925,120.18
11/04/1925,119.33
09/04/1925,119.06
08/04/1925,118.9
07/04/1925,118.78
06/04/1925,119.43
04/04/1925,118.25
03/04/1925,117.4
02/04/1925,117.61
01/04/1925,118.07
31/03/1925,116.75
30/03/1925,115
28/03/1925,116.3
27/03/1925,117.48
26/03/1925,116.78
25/03/1925,118.71
24/03/1925,116.78
23/03/1925,116.82
21/03/1925,119.6
20/03/1925,120.91
19/03/1925,119.38
18/03/1925,118.25
17/03/1925,118.53
16/03/1925,120.76
14/03/1925,124.16
13/03/1925,123.25
12/03/1925,124.6
11/03/1925,123.26
10/03/1925,122.62
09/03/1925,124.33
07/03/1925,124.98
06/03/1925,125.68
05/03/1925,124.81
04/03/1925,123.26
03/03/1925,125.25
02/03/1925,123.93
28/02/1925,122.71
27/02/1925,122.24
26/02/1925,122.86
25/02/1925,122.15
24/02/1925,121.48
21/02/1925,121.85
20/02/1925,121.64
19/02/1925,119.71
18/02/1925,120.07
17/02/1925,118.48
16/02/1925,117.96
14/02/1925,120.86
13/02/1925,121.73
11/02/1925,121.23
10/02/1925,121.73
09/02/1925,122.37
07/02/1925,121.5
06/02/1925,121.48
05/02/1925,120.83
04/02/1925,120.56
03/02/1925,120.08
02/02/1925,120.46
31/01/1925,123.22
30/01/1925,123.49
29/01/1925,122.44
28/01/1925,121.98
27/01/1925,121.53
26/01/1925,121.9
24/01/1925,122.98
23/01/1925,123.09
22/01/1925,123.6
21/01/1925,122.11
20/01/1925,121.74
19/01/1925,122.35
17/01/1925,123.13
16/01/1925,121.71
15/01/1925,121.38
14/01/1925,122.97
13/01/1925,123.56
12/01/1925,123.21
10/01/1925,122.16
09/01/1925,122.32
08/01/1925,121.61
07/01/1925,121.18
06/01/1925,121.13
05/01/1925,119.46
03/01/1925,122.2
02/01/1925,121.25
31/12/1924,120.51
30/12/1924,118.02
29/12/1924,118.63
27/12/1924,119.18
26/12/1924,118.59
24/12/1924,116.74
23/12/1924,115.78
22/12/1924,116.84
20/12/1924,116.41
19/12/1924,116.13
18/12/1924,115.17
17/12/1924,114.35
16/12/1924,113.73
15/12/1924,113.4
13/12/1924,112.76
12/12/1924,111.96
11/12/1924,110.84
10/12/1924,111.07
09/12/1924,112.11
08/12/1924,111.3
06/12/1924,111.1
05/12/1924,111.26
04/12/1924,111.56
03/12/1924,110.83
02/12/1924,110.71
01/12/1924,110.44
29/11/1924,111.38
28/11/1924,111.1
26/11/1924,110.15
25/11/1924,110.08
24/11/1924,109.81
22/11/1924,109.55
21/11/1924,109.63
20/11/1924,110.5
19/11/1924,110.24
18/11/1924,110.73
17/11/1924,109.51
15/11/1924,108.68
14/11/1924,108.96
13/11/1924,108.58
12/11/1924,108.14
11/11/1924,107.58
10/11/1924,105.91
08/11/1924,105.53
07/11/1924,104.86
06/11/1924,104.06
05/11/1924,105.11
03/11/1924,103.89
01/11/1924,104.17
31/10/1924,104.06
30/10/1924,103
29/10/1924,102.41
28/10/1924,102.45
27/10/1924,101.73
25/10/1924,102.04
24/10/1924,102.53
23/10/1924,102.18
22/10/1924,101.96
21/10/1924,101.85
20/10/1924,101.14
18/10/1924,101.76
17/10/1924,100.86
16/10/1924,100.16
15/10/1924,100.11
14/10/1924,99.18
11/10/1924,101.33
10/10/1924,101.38
09/10/1924,102.6
08/10/1924,102.06
07/10/1924,102.38
06/10/1924,102.58
04/10/1924,102.85
03/10/1924,102.64
02/10/1924,103.63
01/10/1924,104.08
30/09/1924,103.16
29/09/1924,102.96
27/09/1924,103.93
26/09/1924,103.98
25/09/1924,104.13
24/09/1924,104.68
23/09/1924,104.16
22/09/1924,103.25
20/09/1924,103.85
19/09/1924,103.63
18/09/1924,103.42
17/09/1924,103.49
16/09/1924,101.75
15/09/1924,101.38
13/09/1924,101.97
12/09/1924,101.91
11/09/1924,101.79
10/09/1924,101.13
09/09/1924,101.98
08/09/1924,101.26
06/09/1924,100.76
05/09/1924,101.07
04/09/1924,102.77
03/09/1924,104.02
02/09/1924,104.95
30/08/1924,105.16
29/08/1924,104.14
28/08/1924,102.67
27/08/1924,103.23
26/08/1924,103.58
25/08/1924,103.53
23/08/1924,103.51
22/08/1924,103.89
21/08/1924,104.83
20/08/1924,105.57
19/08/1924,105.38
18/08/1924,104.99
16/08/1924,104.62
15/08/1924,104.01
14/08/1924,102.86
13/08/1924,101.6
12/08/1924,101.51
11/08/1924,102.2
09/08/1924,102.08
08/08/1924,101.79
07/08/1924,102.3
06/08/1924,102.57
05/08/1924,102.52
04/08/1924,103.28
02/08/1924,102.89
01/08/1924,102.12
31/07/1924,102.14
30/07/1924,101.16
29/07/1924,100.87
28/07/1924,101.09
26/07/1924,100.36
25/07/1924,99.6
24/07/1924,99.36
23/07/1924,99.4
22/07/1924,99.36
21/07/1924,99.02
19/07/1924,98.09
18/07/1924,97.4
17/07/1924,96.85
16/07/1924,96.85
15/07/1924,97.4
14/07/1924,97.5
12/07/1924,97.6
11/07/1924,97.38
10/07/1924,96.65
09/07/1924,97.4
08/07/1924,97.56
07/07/1924,96.91
05/07/1924,96.43
03/07/1924,96.48
02/07/1924,96.38
01/07/1924,96.45
30/06/1924,96.37
28/06/1924,95.55
27/06/1924,95.33
26/06/1924,94.71
25/06/1924,93.67
24/06/1924,93.13
23/06/1924,92.65
21/06/1924,93.53
20/06/1924,93.48
19/06/1924,93.79
18/06/1924,93.52
17/06/1924,93.57
16/06/1924,93.8
14/06/1924,92.85
13/06/1924,92.68
12/06/1924,92.19
11/06/1924,92
10/06/1924,90.53
09/06/1924,90.15
07/06/1924,89.52
06/06/1924,89.18
05/06/1924,90.41
04/06/1924,90.72
03/06/1924,91.23
02/06/1924,90.15
29/05/1924,89.9
28/05/1924,89.9
27/05/1924,90.15
26/05/1924,90.6
24/05/1924,90.66
23/05/1924,90.04
22/05/1924,90.1
21/05/1924,89.35
20/05/1924,88.33
19/05/1924,89.81
17/05/1924,89.33
16/05/1924,89.78
15/05/1924,89.18
14/05/1924,88.77
13/05/1924,89.69
12/05/1924,89.48
10/05/1924,90.55
09/05/1924,91.4
08/05/1924,92.04
07/05/1924,92.47
06/05/1924,92.24
05/05/1924,92.23
03/05/1924,91.93
02/05/1924,91.68
01/05/1924,92.12
30/04/1924,90.63
29/04/1924,90.65
28/04/1924,90.99
26/04/1924,92.02
25/04/1924,91.51
24/04/1924,90.44
23/04/1924,90.43
22/04/1924,89.22
21/04/1924,89.18
19/04/1924,91.13
17/04/1924,91.34
16/04/1924,90.78
15/04/1924,90.52
14/04/1924,89.91
12/04/1924,90.78
11/04/1924,91.71
10/04/1924,90.86
09/04/1924,92.24
08/04/1924,92.85
07/04/1924,93.03
05/04/1924,94.05
04/04/1924,94.69
03/04/1924,94.33
02/04/1924,94.5
01/04/1924,93.5
31/03/1924,93.01
29/03/1924,92.28
28/03/1924,92.54
27/03/1924,92.9
26/03/1924,93.67
25/03/1924,94.12
24/03/1924,95.58
22/03/1924,95.72
21/03/1924,95.87
20/03/1924,95.88
19/03/1924,96.89
18/03/1924,96.69
17/03/1924,96.6
15/03/1924,98.02
14/03/1924,98.86
13/03/1924,98.25
12/03/1924,97.58
11/03/1924,97.81
10/03/1924,97.21
08/03/1924,98.25
07/03/1924,98.61
06/03/1924,98.45
05/03/1924,97.55
04/03/1924,97.5
03/03/1924,97.1
01/03/1924,97.49
29/02/1924,97.22
28/02/1924,97.69
27/02/1924,96.75
26/02/1924,96.45
25/02/1924,97.16
23/02/1924,97.88
21/02/1924,97.4
20/02/1924,96.58
19/02/1924,96.97
18/02/1924,96.33
16/02/1924,98.06
15/02/1924,96.63
14/02/1924,100.05
13/02/1924,99.81
11/02/1924,100.91
09/02/1924,100.88
08/02/1924,100.2
07/02/1924,100.99
06/02/1924,101.31
05/02/1924,101.08
04/02/1924,101.08
02/02/1924,100.84
01/02/1924,100.7
31/01/1924,100.66
30/01/1924,99.4
29/01/1924,99.16
28/01/1924,99.35
26/01/1924,100
25/01/1924,99.81
24/01/1924,98.59
23/01/1924,97.73
22/01/1924,97.23
21/01/1924,97.28
19/01/1924,96.6
18/01/1924,96.28
17/01/1924,96.42
16/01/1924,96.65
15/01/1924,96.09
14/01/1924,95.68
12/01/1924,97.25
11/01/1924,97.46
10/01/1924,97.23
09/01/1924,97.04
08/01/1924,96.77
07/01/1924,96.54
05/01/1924,96.26
04/01/1924,95.4
03/01/1924,94.88
02/01/1924,95.65
31/12/1923,95.52
29/12/1923,95.23
28/12/1923,95.12
27/12/1923,94.98
26/12/1923,95.61
24/12/1923,94.42
22/12/1923,93.63
21/12/1923,93.51
20/12/1923,94
19/12/1923,93.63
18/12/1923,93.66
17/12/1923,95.26
15/12/1923,95.23
14/12/1923,94.93
13/12/1923,94.7
12/12/1923,94.11
11/12/1923,93.65
10/12/1923,93.86
08/12/1923,93.85
07/12/1923,93.8
06/12/1923,92.94
05/12/1923,92.81
04/12/1923,92.68
03/12/1923,92.64
01/12/1923,93.15
30/11/1923,92.34
28/11/1923,92.41
27/11/1923,92.61
26/11/1923,92.88
24/11/1923,92.6
23/11/1923,92.13
22/11/1923,91.83
21/11/1923,92.17
20/11/1923,91.26
19/11/1923,91.35
17/11/1923,89.65
16/11/1923,90.33
15/11/1923,90.87
14/11/1923,90.44
13/11/1923,90.75
12/11/1923,91.08
10/11/1923,91.39
09/11/1923,91.14
08/11/1923,90.75
07/11/1923,89.48
05/11/1923,89.36
03/11/1923,89.63
02/11/1923,88.91
01/11/1923,88.41
31/10/1923,88.53
30/10/1923,85.91
29/10/1923,86.2
27/10/1923,85.76
26/10/1923,86.01
25/10/1923,86.43
24/10/1923,87.13
23/10/1923,87.37
22/10/1923,87.48
20/10/1923,87.83
19/10/1923,87.51
18/10/1923,87.46
17/10/1923,87.56
16/10/1923,86.91
15/10/1923,88.06
13/10/1923,87.13
11/10/1923,87.16
10/10/1923,87.54
09/10/1923,88.06
08/10/1923,88.56
06/10/1923,89.29
05/10/1923,89.41
04/10/1923,89.93
03/10/1923,90.45
02/10/1923,88.09
01/10/1923,88.06
29/09/1923,87.89
28/09/1923,87.97
27/09/1923,88.53
26/09/1923,88.53
25/09/1923,87.94
24/09/1923,89.21
22/09/1923,88.54
21/09/1923,88.07
20/09/1923,88.16
19/09/1923,89.17
18/09/1923,88.49
17/09/1923,89.41
15/09/1923,89.05
14/09/1923,89.63
13/09/1923,89.93
12/09/1923,92.05
11/09/1923,93.61
10/09/1923,93.31
08/09/1923,92.93
07/09/1923,92.84
06/09/1923,93
05/09/1923,92.98
04/09/1923,92.25
01/09/1923,93.22
31/08/1923,93.46
30/08/1923,93.4
29/08/1923,93.7
28/08/1923,93.2
27/08/1923,92.48
25/08/1923,91.59
24/08/1923,91.92
23/08/1923,92.04
22/08/1923,92.13
21/08/1923,92.18
20/08/1923,91.71
18/08/1923,92.32
17/08/1923,91.64
16/08/1923,90.86
15/08/1923,90.23
14/08/1923,89.6
13/08/1923,88.95
11/08/1923,89.11
09/08/1923,88.67
08/08/1923,88.63
07/08/1923,89.55
06/08/1923,88.51
04/08/1923,87.2
02/08/1923,88.2
01/08/1923,87.96
31/07/1923,86.91
30/07/1923,88.11
28/07/1923,87.33
27/07/1923,88.37
26/07/1923,91.06
25/07/1923,90.87
24/07/1923,90.16
23/07/1923,91.58
21/07/1923,91.39
20/07/1923,91.72
19/07/1923,91.35
18/07/1923,90.01
17/07/1923,89.5
16/07/1923,89.22
14/07/1923,89.4
13/07/1923,89.07
12/07/1923,87.64
11/07/1923,87.8
10/07/1923,88.44
09/07/1923,89.26
07/07/1923,89.41
06/07/1923,88.65
05/07/1923,87.9
03/07/1923,87.87
02/07/1923,88.95
30/06/1923,87.85
29/06/1923,88.4
28/06/1923,89.38
27/06/1923,88.66
26/06/1923,90.11
25/06/1923,91.48
23/06/1923,93.3
22/06/1923,93.55
21/06/1923,92.26
20/06/1923,90.81
19/06/1923,92.76
18/06/1923,92.64
16/06/1923,94.73
15/06/1923,94.86
14/06/1923,95.44
13/06/1923,95.79
12/06/1923,95.97
11/06/1923,97.22
09/06/1923,97.1
08/06/1923,96.66
07/06/1923,97.17
06/06/1923,97.24
05/06/1923,96.29
04/06/1923,96.14
02/06/1923,95.75
01/06/1923,95.36
31/05/1923,97.53
29/05/1923,97.66
28/05/1923,97.25
26/05/1923,97.48
25/05/1923,96.65
24/05/1923,96.03
23/05/1923,93.9
22/05/1923,93.58
21/05/1923,92.77
19/05/1923,94.7
18/05/1923,95.07
17/05/1923,95.41
16/05/1923,95.53
15/05/1923,95.95
14/05/1923,96.91
12/05/1923,95.4
11/05/1923,96.45
10/05/1923,97.61
09/05/1923,98.19
08/05/1923,96.54
07/05/1923,95.41
05/05/1923,96.73
04/05/1923,96.6
03/05/1923,96.3
02/05/1923,98.05
01/05/1923,97.4
30/04/1923,98.38
28/04/1923,100.63
27/04/1923,101.16
26/04/1923,101.37
25/04/1923,101.36
24/04/1923,101.08
23/04/1923,100.73
21/04/1923,101.1
20/04/1923,101.38
19/04/1923,102.58
18/04/1923,102.24
17/04/1923,102.14
16/04/1923,101.76
14/04/1923,102.09
13/04/1923,101.81
12/04/1923,101.71
11/04/1923,101.08
10/04/1923,101.86
09/04/1923,102.11
07/04/1923,102.56
06/04/1923,102.7
05/04/1923,102.36
04/04/1923,101.4
03/04/1923,101.6
02/04/1923,101.51
31/03/1923,102.75
29/03/1923,102.77
28/03/1923,103.45
27/03/1923,103.03
26/03/1923,102.36
24/03/1923,103.28
23/03/1923,103.98
22/03/1923,105.09
21/03/1923,105.23
20/03/1923,105.38
19/03/1923,105.36
17/03/1923,104.89
16/03/1923,103.93
15/03/1923,104.74
14/03/1923,105.28
13/03/1923,104.79
12/03/1923,104.22
10/03/1923,103.82
09/03/1923,104.48
08/03/1923,104.7
07/03/1923,105.23
06/03/1923,104.79
05/03/1923,104.77
03/03/1923,104.51
02/03/1923,104.65
01/03/1923,104.23
28/02/1923,103.9
27/02/1923,102.79
26/02/1923,102.4
24/02/1923,102.85
23/02/1923,103.27
21/02/1923,103.59
20/02/1923,103.56
19/02/1923,102.96
17/02/1923,103.21
16/02/1923,103.23
15/02/1923,102.57
14/02/1923,101.85
13/02/1923,102.16
10/02/1923,101.7
09/02/1923,100.82
08/02/1923,101.05
07/02/1923,101.05
06/02/1923,101.01
05/02/1923,100.03
03/02/1923,99.33
02/02/1923,98.7
01/02/1923,97.71
31/01/1923,97.43
30/01/1923,97.75
29/01/1923,98.26
27/01/1923,98
26/01/1923,98.15
25/01/1923,97.79
24/01/1923,97.16
23/01/1923,97.43
22/01/1923,97.25
20/01/1923,97.61
19/01/1923,97.85
18/01/1923,98.09
17/01/1923,97.05
16/01/1923,96.96
15/01/1923,98.04
13/01/1923,99.09
12/01/1923,98.63
11/01/1923,98.12
10/01/1923,97.29
09/01/1923,97.23
08/01/1923,98.06
06/01/1923,97.77
05/01/1923,98.88
04/01/1923,98.57
03/01/1923,99.42
02/01/1923,98.77
30/12/1922,98.73
29/12/1922,98.17
28/12/1922,98.14
27/12/1922,99.22
26/12/1922,99.04
22/12/1922,98.62
21/12/1922,97.88
20/12/1922,97.52
19/12/1922,98.23
18/12/1922,97.64
16/12/1922,98.13
15/12/1922,98.03
14/12/1922,98.19
13/12/1922,98.28
12/12/1922,97.75
11/12/1922,97.85
09/12/1922,97.72
08/12/1922,97.88
07/12/1922,96.91
06/12/1922,96.75
05/12/1922,95.03
04/12/1922,95.1
02/12/1922,95.91
01/12/1922,95.73
29/11/1922,94.65
28/11/1922,93.85
27/11/1922,92.03
25/11/1922,92.78
24/11/1922,94.1
23/11/1922,94.08
22/11/1922,94.29
21/11/1922,95.59
20/11/1922,95.82
18/11/1922,95.36
17/11/1922,95.09
16/11/1922,94.72
15/11/1922,95.11
14/11/1922,93.61
13/11/1922,95.37
11/11/1922,95.88
10/11/1922,97.5
09/11/1922,98.98
08/11/1922,99.53
06/11/1922,98.45
04/11/1922,99.06
03/11/1922,99.29
02/11/1922,98.5
01/11/1922,96.23
31/10/1922,96.11
30/10/1922,96.9
28/10/1922,98.68
27/10/1922,98.76
26/10/1922,98
25/10/1922,99.55
24/10/1922,100.1
23/10/1922,100.11
21/10/1922,101.95
20/10/1922,102.01
19/10/1922,101.21
18/10/1922,102
17/10/1922,102.6
16/10/1922,102.76
14/10/1922,103.43
13/10/1922,102.6
11/10/1922,101.72
10/10/1922,101.55
09/10/1922,102.26
07/10/1922,100.5
06/10/1922,100.81
05/10/1922,100.34
04/10/1922,99.93
03/10/1922,98.9
02/10/1922,97.67
30/09/1922,96.3
29/09/1922,97.12
28/09/1922,96.58
27/09/1922,96.81
26/09/1922,98.45
25/09/1922,98.9
23/09/1922,99.1
22/09/1922,98.55
21/09/1922,98.37
20/09/1922,100.14
19/09/1922,99.93
18/09/1922,98.88
16/09/1922,100.43
15/09/1922,100.99
14/09/1922,100.79
13/09/1922,101.1
12/09/1922,101.88
11/09/1922,102.05
09/09/1922,101.68
08/09/1922,101.22
07/09/1922,101.05
06/09/1922,100.6
05/09/1922,101.67
02/09/1922,101.29
01/09/1922,101.28
31/08/1922,100.78
30/08/1922,100.75
29/08/1922,100.7
28/08/1922,99.21
26/08/1922,100.05
25/08/1922,99.82
24/08/1922,99.71
23/08/1922,100.32
22/08/1922,100.75
21/08/1922,99.71
19/08/1922,99.01
18/08/1922,98.6
17/08/1922,97.93
16/08/1922,97.41
15/08/1922,96.9
14/08/1922,96.21
12/08/1922,97.04
11/08/1922,96.82
10/08/1922,96.51
09/08/1922,96.93
08/08/1922,97.07
07/08/1922,97.37
05/08/1922,97.03
04/08/1922,97.11
03/08/1922,96.81
02/08/1922,96.51
01/08/1922,96.25
31/07/1922,97.05
29/07/1922,96.83
28/07/1922,96.69
27/07/1922,96.36
26/07/1922,94.84
25/07/1922,95.69
24/07/1922,94.64
22/07/1922,95.78
21/07/1922,96.13
20/07/1922,96.76
19/07/1922,96.69
18/07/1922,96.53
17/07/1922,95.26
15/07/1922,95.35
14/07/1922,94.96
13/07/1922,94.65
12/07/1922,94.88
11/07/1922,94.17
10/07/1922,93.9
08/07/1922,93.53
07/07/1922,94.63
06/07/1922,93.97
05/07/1922,92.97
03/07/1922,92.92
01/07/1922,92.9
30/06/1922,92.93
29/06/1922,92.06
28/06/1922,92.24
27/06/1922,92.47
26/06/1922,93.48
24/06/1922,93.16
23/06/1922,93.07
22/06/1922,93.15
21/06/1922,93.02
20/06/1922,93.51
19/06/1922,91.95
17/06/1922,91.45
16/06/1922,91.11
15/06/1922,91.25
14/06/1922,93.08
13/06/1922,92.04
12/06/1922,90.73
10/06/1922,93.2
09/06/1922,93.6
08/06/1922,95.11
07/06/1922,95.15
06/06/1922,95.59
05/06/1922,95.98
03/06/1922,96.31
02/06/1922,96.36
01/06/1922,96.03
31/05/1922,95.63
29/05/1922,96.41
27/05/1922,95.47
26/05/1922,95.05
25/05/1922,94.36
24/05/1922,94.7
23/05/1922,94.66
22/05/1922,94.86
20/05/1922,94.65
19/05/1922,94.8
18/05/1922,93.91
17/05/1922,93.71
16/05/1922,92.63
15/05/1922,92.08
13/05/1922,92.93
12/05/1922,92.5
11/05/1922,91.5
10/05/1922,91.58
09/05/1922,92.57
08/05/1922,92.84
06/05/1922,93.59
05/05/1922,93.18
04/05/1922,93.18
03/05/1922,93.81
02/05/1922,93.64
01/05/1922,93.35
29/04/1922,92.74
28/04/1922,91.93
27/04/1922,91.1
26/04/1922,91.96
25/04/1922,92.72
24/04/1922,93
22/04/1922,93.46
21/04/1922,93.21
20/04/1922,92.43
19/04/1922,92.52
18/04/1922,91.15
17/04/1922,92.75
15/04/1922,93.06
13/04/1922,92.48
12/04/1922,91.77
11/04/1922,91.91
10/04/1922,91.11
08/04/1922,90.63
07/04/1922,90.8
06/04/1922,90.8
05/04/1922,90.67
04/04/1922,89.3
03/04/1922,90.05
01/04/1922,89.08
31/03/1922,89.05
30/03/1922,88.87
29/03/1922,87.9
28/03/1922,87.2
27/03/1922,86.6
25/03/1922,87.08
24/03/1922,87.4
23/03/1922,86.9
22/03/1922,87.26
21/03/1922,88.11
20/03/1922,88.28
18/03/1922,88.47
17/03/1922,88.46
16/03/1922,88.11
15/03/1922,87.3
14/03/1922,87.92
13/03/1922,87.56
11/03/1922,87.93
10/03/1922,87.18
09/03/1922,86.95
08/03/1922,86.73
07/03/1922,86.9
06/03/1922,86.3
04/03/1922,85.91
03/03/1922,86.46
02/03/1922,86.03
01/03/1922,85.33
28/02/1922,85.46
27/02/1922,84.58
25/02/1922,83.33
24/02/1922,85.18
23/02/1922,85.36
21/02/1922,85.81
20/02/1922,84.85
18/02/1922,84.28
17/02/1922,83.88
16/02/1922,83.98
15/02/1922,84.09
14/02/1922,83.81
11/02/1922,82.96
10/02/1922,83.05
09/02/1922,83.6
08/02/1922,82.74
07/02/1922,83.38
06/02/1922,83.7
04/02/1922,83.61
03/02/1922,82.93
02/02/1922,82.86
01/02/1922,81.68
31/01/1922,81.3
30/01/1922,81.33
28/01/1922,81.75
27/01/1922,81.34
26/01/1922,81.54
25/01/1922,82.57
24/01/1922,82.43
23/01/1922,82.29
21/01/1922,82.53
20/01/1922,82.95
19/01/1922,81.91
18/01/1922,82.33
17/01/1922,81.9
16/01/1922,81.36
14/01/1922,81.23
13/01/1922,80.82
12/01/1922,79.96
11/01/1922,80.03
10/01/1922,78.59
09/01/1922,78.87
07/01/1922,79.12
06/01/1922,78.96
05/01/1922,78.68
04/01/1922,79.61
03/01/1922,78.91
31/12/1921,81.1
30/12/1921,80.8
29/12/1921,80.34
28/12/1921,80.8
27/12/1921,80.69
24/12/1921,79.61
23/12/1921,79.31
22/12/1921,78.76
21/12/1921,79.02
20/12/1921,80.3
19/12/1921,80.31
17/12/1921,80.57
16/12/1921,80.95
15/12/1921,81.5
14/12/1921,81.04
13/12/1921,80.69
12/12/1921,80.63
10/12/1921,80.16
09/12/1921,79.6
08/12/1921,78.8
07/12/1921,79.19
06/12/1921,79.36
05/12/1921,78.93
03/12/1921,79
02/12/1921,78.73
01/12/1921,78.12
30/11/1921,77.3
29/11/1921,77.76
28/11/1921,78.01
26/11/1921,77.85
25/11/1921,77.31
23/11/1921,76.34
22/11/1921,76.21
21/11/1921,76.69
19/11/1921,77.06
18/11/1921,76.94
17/11/1921,77.07
16/11/1921,77.13
15/11/1921,75.8
14/11/1921,75.5
12/11/1921,76.46
10/11/1921,75.61
09/11/1921,75.75
07/11/1921,74.2
05/11/1921,73.91
04/11/1921,73.94
03/11/1921,73.98
02/11/1921,73.52
01/11/1921,73.44
31/10/1921,73.21
29/10/1921,73.93
28/10/1921,73.8
27/10/1921,72.78
26/10/1921,72.27
25/10/1921,72.22
24/10/1921,71.81
22/10/1921,71.11
21/10/1921,71
20/10/1921,70.77
19/10/1921,70.21
18/10/1921,69.81
17/10/1921,69.46
15/10/1921,70.09
14/10/1921,70.15
13/10/1921,70.9
11/10/1921,71.06
10/10/1921,70.95
08/10/1921,71.17
07/10/1921,70.66
06/10/1921,70.42
05/10/1921,70.46
04/10/1921,70.95
03/10/1921,71.61
01/10/1921,71.68
30/09/1921,71.08
29/09/1921,71.19
28/09/1921,70.14
27/09/1921,70.3
26/09/1921,70.65
24/09/1921,70.81
23/09/1921,70.9
22/09/1921,70.25
21/09/1921,69.45
20/09/1921,69.73
19/09/1921,70.06
17/09/1921,70.83
16/09/1921,70.95
15/09/1921,70.68
14/09/1921,71.68
13/09/1921,71.72
12/09/1921,70.68
10/09/1921,71.92
09/09/1921,70.58
08/09/1921,69.15
07/09/1921,69.49
06/09/1921,69.12
02/09/1921,68
01/09/1921,66.83
31/08/1921,67.11
30/08/1921,67.8
29/08/1921,66.18
27/08/1921,65.56
26/08/1921,65.54
25/08/1921,63.91
24/08/1921,63.9
23/08/1921,64.38
22/08/1921,64.5
20/08/1921,65.09
19/08/1921,65.34
18/08/1921,65.96
17/08/1921,66.09
16/08/1921,65.27
15/08/1921,66.02
13/08/1921,66.75
12/08/1921,66.88
11/08/1921,66.42
10/08/1921,66.71
09/08/1921,68
08/08/1921,68.63
06/08/1921,68.56
05/08/1921,68.61
04/08/1921,69.5
03/08/1921,69.71
02/08/1921,69.95
01/08/1921,69.68
30/07/1921,68.86
29/07/1921,68.37
28/07/1921,68.18
27/07/1921,69.18
26/07/1921,69.2
25/07/1921,69.8
23/07/1921,69.23
22/07/1921,68.27
21/07/1921,68.11
20/07/1921,68.21
19/07/1921,68.24
18/07/1921,67.87
16/07/1921,67.44
